3 7 15
3 7 16
3 7 18
3 7 19
3 7 21
3 7 22
3 7 23
3 7 24
3 7 25
3 7 26
3 7 27
3 7 28
3 7 29
3 8 15
3 8 17
3 8 18
3 8 20
3 8 21
3 8 23
3 8 24
3 8 25
3 8 26
3 8 27
3 8 28
3 9 16
3 9 17
3 9 19
3 9 20
3 9 22
3 9 23
3 9 25
3 9 26
3 9 27
3 10 18
3 10 19
3 10 21
3 10 22
3 10 24
3 10 25
3 11 18
3 11 20
3 11 21
3 11 23
3 11 24
3 12 19
3 12 20
3 12 22
3 12 23
3 13 21
3 13 22
3 14 21
3 15 7
3 15 8
3 16 7
3 16 9
3 17 8
3 17 9
3 18 7
3 18 8
3 18 10
3 18 11
3 19 7
3 19 9
3 19 10
3 19 12
3 20 8
3 20 9
3 20 11
3 20 12
3 21 7
3 21 8
3 21 10
3 21 11
3 21 13
3 21 14
3 22 7
3 22 9
3 22 10
3 22 12
3 22 13
3 23 7
3 23 8
3 23 9
3 23 11
3 23 12
3 24 7
3 24 8
3 24 10
3 24 11
3 25 7
3 25 8
3 25 9
3 25 10
3 26 7
3 26 8
3 26 9
3 27 7
3 27 8
3 27 9
3 28 7
3 28 8
3 29 7
4 7 16
4 7 17
4 7 19
4 7 20
4 7 21
4 7 23
4 7 24
4 7 25
4 7 26
4 7 27
4 7 28
4 9 16
4 9 19
4 9 20
4 9 21
4 9 23
4 9 24
4 9 25
4 10 17
4 10 19
4 10 21
4 10 22
4 10 23
4 10 25
4 11 20
4 11 21
4 11 23
4 11 24
4 12 19
4 12 21
4 12 22
4 12 23
4 13 20
4 14 21
4 16 7
4 16 9
4 17 7
4 17 10
4 19 7
4 19 9
4 19 10
4 19 12
4 20 7
4 20 9
4 20 11
4 20 13
4 21 7
4 21 9
4 21 10
4 21 11
4 21 12
4 21 14
4 22 10
4 22 12
4 23 7
4 23 9
4 23 10
4 23 11
4 23 12
4 24 7
4 24 9
4 24 11
4 25 7
4 25 9
4 25 10
4 26 7
4 27 7
4 28 7
5 8 17
5 8 19
5 8 20
5 8 22
5 8 23
5 8 24
5 8 25
5 9 17
5 9 20
5 9 21
5 9 22
5 9 24
5 9 25
5 11 19
5 11 20
5 11 23
5 12 20
5 12 21
5 17 8
5 17 9
5 19 8
5 19 11
5 20 8
5 20 9
5 20 11
5 20 12
5 21 9
5 21 12
5 22 8
5 22 9
5 23 8
5 23 11
5 24 8
5 24 9
5 25 8
5 25 9
6 9 19
6 9 20
6 9 22
6 9 23
6 10 19
6 10 21
6 10 23
6 11 20
6 11 21
6 19 9
6 19 10
6 20 9
6 20 11
6 21 10
6 21 11
6 22 9
6 23 9
6 23 10
7 3 15
7 3 16
7 3 18
7 3 19
7 3 21
7 3 22
7 3 23
7 3 24
7 3 25
7 3 26
7 3 27
7 3 28
7 3 29
7 4 16
7 4 17
7 4 19
7 4 20
7 4 21
7 4 23
7 4 24
7 4 25
7 4 26
7 4 27
7 4 28
7 10 21
7 10 22
7 11 21
7 12 15
7 12 16
7 13 16
7 13 17
7 15 3
7 15 12
7 16 3
7 16 4
7 16 12
7 16 13
7 17 4
7 17 13
7 18 3
7 19 3
7 19 4
7 20 4
7 21 3
7 21 4
7 21 10
7 21 11
7 22 3
7 22 10
7 23 3
7 23 4
7 24 3
7 24 4
7 25 3
7 25 4
7 26 3
7 26 4
7 27 3
7 27 4
7 28 3
7 28 4
7 29 3
8 3 15
8 3 17
8 3 18
8 3 20
8 3 21
8 3 23
8 3 24
8 3 25
8 3 26
8 3 27
8 3 28
8 5 17
8 5 19
8 5 20
8 5 22
8 5 23
8 5 24
8 5 25
8 12 15
8 12 17
8 14 17
8 15 3
8 15 12
8 17 3
8 17 5
8 17 12
8 17 14
8 18 3
8 19 5
8 20 3
8 20 5
8 21 3
8 22 5
8 23 3
8 23 5
8 24 3
8 24 5
8 25 3
8 25 5
8 26 3
8 27 3
8 28 3
9 3 16
9 3 17
9 3 19
9 3 20
9 3 22
9 3 23
9 3 25
9 3 26
9 3 27
9 4 16
9 4 19
9 4 20
9 4 21
9 4 23
9 4 24
9 4 25
9 5 17
9 5 20
9 5 21
9 5 22
9 5 24
9 5 25
9 6 19
9 6 20
9 6 22
9 6 23
9 12 16
9 12 17
9 13 16
9 16 3
9 16 4
9 16 12
9 16 13
9 17 3
9 17 5
9 17 12
9 19 3
9 19 4
9 19 6
9 20 3
9 20 4
9 20 5
9 20 6
9 21 4
9 21 5
9 22 3
9 22 5
9 22 6
9 23 3
9 23 4
9 23 6
9 24 4
9 24 5
9 25 3
9 25 4
9 25 5
9 26 3
9 27 3
10 3 18
10 3 19
10 3 21
10 3 22
10 3 24
10 3 25
10 4 17
10 4 19
10 4 21
10 4 22
10 4 23
10 4 25
10 6 19
10 6 21
10 6 23
10 7 21
10 7 22
10 17 4
10 18 3
10 19 3
10 19 4
10 19 6
10 21 3
10 21 4
10 21 6
10 21 7
10 22 3
10 22 4
10 22 7
10 23 4
10 23 6
10 24 3
10 25 3
10 25 4
11 3 18
11 3 20
11 3 21
11 3 23
11 3 24
11 4 20
11 4 21
11 4 23
11 4 24
11 5 19
11 5 20
11 5 23
11 6 20
11 6 21
11 7 21
11 18 3
11 19 5
11 20 3
11 20 4
11 20 5
11 20 6
11 21 3
11 21 4
11 21 6
11 21 7
11 23 3
11 23 4
11 23 5
11 24 3
11 24 4
12 3 19
12 3 20
12 3 22
12 3 23
12 4 19
12 4 21
12 4 22
12 4 23
12 5 20
12 5 21
12 7 15
12 7 16
12 8 15
12 8 17
12 9 16
12 9 17
12 15 7
12 15 8
12 16 7
12 16 9
12 17 8
12 17 9
12 19 3
12 19 4
12 20 3
12 20 5
12 21 4
12 21 5
12 22 3
12 22 4
12 23 3
12 23 4
13 3 21
13 3 22
13 4 20
13 7 16
13 7 17
13 9 16
13 16 7
13 16 9
13 17 7
13 20 4
13 21 3
13 22 3
14 3 21
14 4 21
14 8 17
14 17 8
14 21 3
14 21 4
15 3 7
15 3 8
15 7 3
15 7 12
15 8 3
15 8 12
15 12 7
15 12 8
16 3 7
16 3 9
16 4 7
16 4 9
16 7 3
16 7 4
16 7 12
16 7 13
16 9 3
16 9 4
16 9 12
16 9 13
16 12 7
16 12 9
16 13 7
16 13 9
17 3 8
17 3 9
17 4 7
17 4 10
17 5 8
17 5 9
17 7 4
17 7 13
17 8 3
17 8 5
17 8 12
17 8 14
17 9 3
17 9 5
17 9 12
17 10 4
17 12 8
17 12 9
17 13 7
17 14 8
18 3 7
18 3 8
18 3 10
18 3 11
18 7 3
18 8 3
18 10 3
18 11 3
19 3 7
19 3 9
19 3 10
19 3 12
19 4 7
19 4 9
19 4 10
19 4 12
19 5 8
19 5 11
19 6 9
19 6 10
19 7 3
19 7 4
19 8 5
19 9 3
19 9 4
19 9 6
19 10 3
19 10 4
19 10 6
19 11 5
19 12 3
19 12 4
20 3 8
20 3 9
20 3 11
20 3 12
20 4 7
20 4 9
20 4 11
20 4 13
20 5 8
20 5 9
20 5 11
20 5 12
20 6 9
20 6 11
20 7 4
20 8 3
20 8 5
20 9 3
20 9 4
20 9 5
20 9 6
20 11 3
20 11 4
20 11 5
20 11 6
20 12 3
20 12 5
20 13 4
21 3 7
21 3 8
21 3 10
21 3 11
21 3 13
21 3 14
21 4 7
21 4 9
21 4 10
21 4 11
21 4 12
21 4 14
21 5 9
21 5 12
21 6 10
21 6 11
21 7 3
21 7 4
21 7 10
21 7 11
21 8 3
21 9 4
21 9 5
21 10 3
21 10 4
21 10 6
21 10 7
21 11 3
21 11 4
21 11 6
21 11 7
21 12 4
21 12 5
21 13 3
21 14 3
21 14 4
22 3 7
22 3 9
22 3 10
22 3 12
22 3 13
22 4 10
22 4 12
22 5 8
22 5 9
22 6 9
22 7 3
22 7 10
22 8 5
22 9 3
22 9 5
22 9 6
22 10 3
22 10 4
22 10 7
22 12 3
22 12 4
22 13 3
23 3 7
23 3 8
23 3 9
23 3 11
23 3 12
23 4 7
23 4 9
23 4 10
23 4 11
23 4 12
23 5 8
23 5 11
23 6 9
23 6 10
23 7 3
23 7 4
23 8 3
23 8 5
23 9 3
23 9 4
23 9 6
23 10 4
23 10 6
23 11 3
23 11 4
23 11 5
23 12 3
23 12 4
24 3 7
24 3 8
24 3 10
24 3 11
24 4 7
24 4 9
24 4 11
24 5 8
24 5 9
24 7 3
24 7 4
24 8 3
24 8 5
24 9 4
24 9 5
24 10 3
24 11 3
24 11 4
25 3 7
25 3 8
25 3 9
25 3 10
25 4 7
25 4 9
25 4 10
25 5 8
25 5 9
25 7 3
25 7 4
25 8 3
25 8 5
25 9 3
25 9 4
25 9 5
25 10 3
25 10 4
26 3 7
26 3 8
26 3 9
26 4 7
26 7 3
26 7 4
26 8 3
26 9 3
27 3 7
27 3 8
27 3 9
27 4 7
27 7 3
27 7 4
27 8 3
27 9 3
28 3 7
28 3 8
28 4 7
28 7 3
28 7 4
28 8 3
29 3 7
29 7 3
