39.8438724825 w1 
43.6180026941 w2 
26.324757 w3 
83.4618751767 w1 + w2
-3.7741302116 w1 - w2
66.1686294825 w1 + w3
13.5191154825 w1 - w3
69.9427596941 w2 + w3
17.2932456941 w2 - w3
109.786632177 w1 + w2 + w3
57.1371181767 w1 + w2 - w3
22.5506267884 w1 - w2 + w3
30.0988872116-w1 + w2 + w3
