41.5734348561 w1 
22.6893593065 w2 
26.4379513194 w3 
64.2627941626 w1 + w2
18.8840755496 w1 - w2
68.0113861755 w1 + w3
15.1354835367 w1 - w3
49.1273106259 w2 + w3
-3.74859201287 w2 - w3
90.700745482 w1 + w2 + w3
37.8248428432 w1 + w2 - w3
45.322026869 w1 - w2 + w3
7.5538757698-w1 + w2 + w3
