41.4532059285 w1 
27.6821127967 w2 
31.4300986478 w3 
69.1353187252 w1 + w2
13.7710931318 w1 - w2
72.8833045763 w1 + w3
10.0231072807 w1 - w3
59.1122114445 w2 + w3
-3.74798585108 w2 - w3
100.565417373 w1 + w2 + w3
37.7052200774 w1 + w2 - w3
45.2011917796 w1 - w2 + w3
17.659005516-w1 + w2 + w3
