157.087839962 w1 
114.975279709 w2 
76.6552142495 w3 
272.063119671 w1 + w2
42.1125602531 w1 - w2
233.743054212 w1 + w3
80.4326257126 w1 - w3
191.630493958 w2 + w3
38.3200654595 w2 - w3
348.71833392 w1 + w2 + w3
195.407905422 w1 + w2 - w3
118.767774503 w1 - w2 + w3
34.5426539963-w1 + w2 + w3
